User_ID,Brand_ID,Path_Str,Converted,Path_Length
U_B01_00076,B01,Influencer Blog > YouTube,False,2
U_B01_00077,B01,Marketplace > Influencer Blog > YouTube > Google Search,False,4
U_B01_00078,B01,Instagram > Influencer Blog > YouTube > Instagram > YouTube > Influencer Blog,False,6
U_B01_00079,B01,Marketplace > YouTube > Influencer Blog > Instagram > Google Search > YouTube,False,6
U_B01_00080,B01,Marketplace > YouTube,False,2
U_B01_00081,B01,YouTube > Marketplace > Instagram,False,3
U_B01_00082,B01,Instagram > YouTube > Marketplace > Google Search > YouTube,False,5
U_B01_00083,B01,Google Search,False,1
U_B01_00084,B01,Influencer Blog > YouTube > Influencer Blog > Instagram > Influencer Blog,False,5
U_B01_00085,B01,Instagram > Google Search > Influencer Blog > Marketplace,False,4
U_B01_00086,B01,Instagram > Influencer Blog > YouTube,False,3
U_B01_00087,B01,Marketplace > Google Search,False,2
U_B01_00088,B01,Google Search,False,1
U_B01_00089,B01,Google Search > Influencer Blog > YouTube,False,3
U_B01_00090,B01,Instagram > YouTube,False,2
U_B01_00091,B01,Instagram > Influencer Blog > Instagram,False,3
U_B01_00092,B01,Marketplace > YouTube > Google Search > Marketplace > Google Search,False,5
U_B01_00093,B01,Instagram > Google Search,False,2
U_B01_00094,B01,YouTube > Influencer Blog,False,2
U_B01_00095,B01,Marketplace > Google Search > YouTube,False,3
U_B01_00096,B01,Google Search,False,1
U_B01_00097,B01,Instagram,False,1
U_B01_00098,B01,Google Search > Influencer Blog > YouTube > Google Search > Marketplace > Influencer Blog,False,6
U_B01_00099,B01,Instagram > YouTube > Instagram > YouTube > Influencer Blog > Instagram,False,6
U_B01_00100,B01,Influencer Blog > Google Search > Influencer Blog > YouTube,False,4
U_B01_00101,B01,YouTube > Google Search > YouTube,False,3
U_B01_00102,B01,Instagram > Influencer Blog > Google Search > Influencer Blog,False,4
U_B01_00103,B01,Marketplace > Influencer Blog > Instagram > Marketplace > Instagram > YouTube,False,6
U_B01_00104,B01,Marketplace,False,1
U_B01_00105,B01,Google Search > Instagram > Influencer Blog > Marketplace > Google Search > Instagram > Influencer Blog > YouTube > Influencer Blog > Google Search > Influencer Blog > Instagram > YouTube > Google Search > Influencer Blog > Google Search > Marketplace > Google Search > Influencer Blog > Instagram > Marketplace > Google Search > Instagram > Influencer Blog > YouTube > Marketplace > Google Search > Marketplace > YouTube > Google Search,False,30
U_B01_00106,B01,Influencer Blog > Marketplace,False,2
U_B01_00107,B01,Influencer Blog > Marketplace > Influencer Blog > Google Search,False,4
U_B01_00108,B01,YouTube > Influencer Blog > YouTube,False,3
U_B01_00109,B01,Marketplace > Google Search,False,2
U_B01_00110,B01,Influencer Blog,False,1
U_B01_00111,B01,Marketplace,False,1
U_B01_00112,B01,Instagram > Google Search > Influencer Blog > YouTube,False,4
U_B01_00113,B01,Instagram > Marketplace > YouTube > Instagram > Marketplace,False,5
U_B01_00115,B01,Influencer Blog > YouTube > Google Search,False,3
U_B01_00116,B01,Google Search > YouTube > Influencer Blog > YouTube,False,4
U_B01_00117,B01,YouTube > Instagram > YouTube > Influencer Blog,False,4
U_B01_00118,B01,Google Search > Instagram,False,2
U_B01_00119,B01,Influencer Blog,False,1
U_B01_00120,B01,Influencer Blog > Google Search > YouTube > Google Search > YouTube,False,5
U_B01_00121,B01,YouTube,False,1
U_B01_00122,B01,Marketplace > YouTube > Marketplace > Influencer Blog,False,4
U_B01_00123,B01,Google Search > YouTube,False,2
U_B01_00124,B01,Instagram > YouTube > Instagram > Marketplace > Influencer Blog,False,5
U_B01_00125,B01,Influencer Blog > Google Search,False,2
U_B01_00126,B01,Influencer Blog > YouTube,False,2
U_B01_00127,B01,Influencer Blog > Google Search,False,2
U_B01_00128,B01,Influencer Blog > Instagram > Marketplace > Influencer Blog > Marketplace,False,5
U_B01_00129,B01,Google Search > Marketplace > Instagram > YouTube,False,4
U_B01_00130,B01,Marketplace > Influencer Blog > YouTube > Influencer Blog,False,4
U_B01_00131,B01,Instagram,False,1
U_B01_00132,B01,Instagram > Influencer Blog > Instagram,False,3
U_B01_00133,B01,Instagram > Google Search,False,2
U_B01_00134,B01,Google Search > Influencer Blog,False,2
U_B01_00135,B01,YouTube > Marketplace > Google Search > YouTube > Marketplace > YouTube,False,6
U_B01_00136,B01,Marketplace > Influencer Blog > Marketplace > Instagram,False,4
U_B01_00137,B01,Instagram > YouTube > Google Search,False,3
U_B01_00138,B01,Google Search > Marketplace,False,2
U_B01_00139,B01,Instagram,False,1
U_B01_00140,B01,YouTube > Instagram,False,2
U_B01_00141,B01,Google Search,False,1
U_B01_00142,B01,Influencer Blog > Marketplace > YouTube > Influencer Blog > Google Search,False,5
U_B01_00143,B01,Instagram > Google Search > Marketplace,False,3
U_B01_00144,B01,Marketplace > YouTube > Marketplace > YouTube > Marketplace > YouTube,True,6
U_B01_00145,B01,Instagram > YouTube > Google Search > Marketplace > Instagram,False,5
U_B01_00146,B01,YouTube,False,1
U_B01_00147,B01,Influencer Blog > Google Search > Marketplace > Instagram > Marketplace > Instagram,False,6
U_B01_00148,B01,Instagram > Influencer Blog > Google Search > Instagram > Influencer Blog > Instagram,False,6
U_B01_00149,B01,Google Search > YouTube > Marketplace > Google Search,False,4
U_B01_00150,B01,Google Search > Instagram > Marketplace > Influencer Blog > Instagram,True,5
U_B01_00151,B01,Marketplace > Influencer Blog > Marketplace > Google Search > YouTube,False,5
U_B01_00152,B01,Marketplace > YouTube > Marketplace > Google Search,False,4
U_B01_00153,B01,YouTube > Instagram,False,2
U_B01_00154,B01,Google Search > Influencer Blog,False,2
U_B01_00155,B01,Google Search > YouTube,False,2
U_B01_00156,B01,Instagram > YouTube > Marketplace > Google Search > YouTube > Influencer Blog,False,6
U_B01_00157,B01,Marketplace > Influencer Blog > Instagram > Influencer Blog,False,4
U_B01_00158,B01,Marketplace > YouTube > Marketplace > Influencer Blog,False,4
U_B01_00159,B01,YouTube > Instagram,True,2
U_B01_00160,B01,Marketplace > Instagram > Marketplace,False,3
U_B01_00161,B01,Instagram > YouTube > Instagram > Marketplace,False,4
U_B01_00162,B01,Instagram > Google Search > YouTube > Google Search > YouTube,False,5
U_B01_00163,B01,Influencer Blog > YouTube,False,2
U_B01_00164,B01,Marketplace,False,1
U_B01_00165,B01,Influencer Blog > Marketplace > Influencer Blog > Marketplace,False,4
U_B01_00166,B01,Google Search,False,1
U_B01_00167,B01,YouTube > Influencer Blog > Marketplace > Google Search > YouTube > Google Search,True,6
U_B01_00168,B01,Marketplace > YouTube > Google Search,False,3
U_B01_00169,B01,Marketplace > YouTube > Instagram > Influencer Blog > Instagram > Influencer Blog,False,6
U_B01_00170,B01,Marketplace,False,1
U_B01_00171,B01,Influencer Blog > Google Search > Marketplace,False,3
U_B01_00172,B01,Marketplace > Instagram > Influencer Blog > Marketplace > Instagram,True,5
U_B01_00174,B01,Instagram > Google Search > Instagram > Influencer Blog > Google Search > YouTube > Google Search > YouTube > Google Search > Marketplace > Instagram > Marketplace > YouTube > Influencer Blog > Marketplace > Google Search > Instagram > Influencer Blog > Instagram > YouTube > Instagram > Marketplace > Influencer Blog > Instagram > YouTube > Google Search > Marketplace > Influencer Blog > Google Search > Influencer Blog > YouTube > Google Search,False,32
U_B01_00175,B01,Instagram > Influencer Blog,False,2
U_B01_00176,B01,Google Search > Instagram > Influencer Blog > Marketplace > Instagram,False,5
U_B01_00177,B01,Influencer Blog,False,1
U_B01_00178,B01,Influencer Blog > YouTube > Google Search > YouTube > Marketplace > Google Search,False,6
U_B01_00179,B01,YouTube > Marketplace > Instagram > Influencer Blog > YouTube,True,5
U_B01_00180,B01,Influencer Blog > Google Search > Marketplace > Influencer Blog > Instagram > Influencer Blog,False,6
U_B01_00181,B01,Influencer Blog,False,1
U_B01_00182,B01,Google Search > Marketplace > YouTube,False,3
U_B01_00183,B01,Marketplace > Instagram > Marketplace,False,3
U_B01_00184,B01,YouTube > Instagram > Influencer Blog > Instagram,True,4
U_B01_00185,B01,YouTube > Instagram,False,2
U_B01_00186,B01,Marketplace,False,1
U_B01_00187,B01,Google Search > Influencer Blog > YouTube,False,3
U_B01_00188,B01,YouTube > Marketplace > Instagram,False,3
U_B01_00189,B01,Marketplace > Influencer Blog > Google Search > YouTube > Instagram,True,5
U_B01_00190,B01,Marketplace > Influencer Blog,True,2
U_B01_00191,B01,Google Search > Marketplace,False,2
U_B01_00192,B01,Instagram > Marketplace > Influencer Blog > YouTube > Marketplace,False,5
U_B01_00193,B01,Influencer Blog > YouTube > Instagram > YouTube,False,4
U_B01_00194,B01,YouTube > Google Search,False,2
U_B01_00195,B01,YouTube > Marketplace > Instagram > Google Search > YouTube,False,5
U_B01_00196,B01,Instagram,False,1
U_B01_00197,B01,Instagram > Marketplace > Google Search > Influencer Blog > Instagram,True,5
U_B01_00198,B01,YouTube > Influencer Blog > Marketplace,False,3
U_B01_00199,B01,Instagram > Influencer Blog,False,2
U_B01_00200,B01,Instagram > Google Search > Marketplace,False,3
U_B01_00201,B01,YouTube > Marketplace > Influencer Blog > Instagram,False,4
U_B01_00202,B01,Google Search > Marketplace > YouTube,False,3
U_B01_00203,B01,Google Search > Influencer Blog > Google Search,False,3
U_B01_00204,B01,Marketplace > YouTube > Influencer Blog,False,3
U_B01_00206,B01,Google Search > Influencer Blog > YouTube,False,3
U_B01_00207,B01,Instagram > Marketplace > Instagram > YouTube,False,4
U_B01_00208,B01,Instagram,False,1
U_B01_00209,B01,Instagram > YouTube > Google Search > YouTube,False,4
U_B01_00210,B01,Google Search > Influencer Blog > Marketplace,False,3
U_B01_00211,B01,Marketplace,False,1
U_B01_00212,B01,Instagram > Marketplace,False,2
U_B01_00213,B01,Google Search > Influencer Blog > Instagram > Google Search,False,4
U_B01_00214,B01,Google Search > Influencer Blog > Instagram > Influencer Blog > Marketplace,False,5
U_B01_00215,B01,Google Search > Marketplace > Instagram > Marketplace > Influencer Blog,False,5
U_B01_00216,B01,Instagram > YouTube > Google Search > Influencer Blog,False,4
U_B01_00217,B01,Influencer Blog,False,1
U_B01_00218,B01,Marketplace > YouTube > Marketplace,False,3
U_B01_00219,B01,Influencer Blog > YouTube > Instagram,True,3
U_B01_00220,B01,Google Search,False,1
U_B01_00221,B01,YouTube > Marketplace > YouTube > Marketplace,False,4
U_B01_00222,B01,Influencer Blog > Google Search > YouTube > Google Search > Influencer Blog,False,5
U_B01_00223,B01,Influencer Blog > Marketplace > Influencer Blog,False,3
U_B01_00224,B01,Google Search,False,1
U_B01_00225,B01,YouTube > Google Search,False,2
U_B01_00226,B01,Google Search > Instagram > Influencer Blog,False,3
U_B01_00227,B01,YouTube > Influencer Blog,False,2
U_B01_00228,B01,YouTube > Marketplace > Google Search > YouTube,False,4
U_B01_00229,B01,Influencer Blog,False,1
U_B01_00230,B01,Marketplace > YouTube,False,2
U_B01_00231,B01,Instagram > YouTube > Google Search > YouTube,False,4
U_B01_00232,B01,Instagram > YouTube > Instagram > Influencer Blog,True,4
U_B01_00233,B01,Influencer Blog > Marketplace,False,2
U_B01_00234,B01,Google Search > YouTube > Google Search > Instagram > Marketplace > Instagram,True,6
U_B01_00235,B01,Google Search > Influencer Blog > YouTube > Instagram,False,4
U_B01_00236,B01,Google Search > Instagram > Influencer Blog > Marketplace,False,4
U_B01_00237,B01,Influencer Blog,False,1
U_B01_00238,B01,Google Search > Marketplace > Influencer Blog > Marketplace > Google Search,False,5
U_B01_00239,B01,YouTube,False,1
U_B01_00240,B01,YouTube > Google Search > Instagram > YouTube > Instagram,False,5
U_B01_00241,B01,YouTube > Google Search > YouTube,False,3
U_B01_00242,B01,Marketplace,False,1
U_B01_00243,B01,Google Search > Influencer Blog > YouTube,False,3
U_B01_00244,B01,Instagram > YouTube > Instagram > YouTube,False,4
U_B01_00245,B01,Instagram > YouTube,False,2
U_B01_00246,B01,Marketplace > Influencer Blog,False,2
U_B01_00247,B01,Google Search > Marketplace > Google Search,False,3
U_B01_00248,B01,YouTube,False,1
U_B01_00249,B01,Marketplace > Google Search > Instagram,False,3
U_B01_00250,B01,Marketplace > Google Search > Marketplace > Influencer Blog > Instagram,False,5
U_B01_00251,B01,Marketplace > Influencer Blog,False,2
U_B01_00252,B01,Marketplace,False,1
U_B01_00253,B01,Instagram > Google Search > Marketplace,False,3
U_B01_00254,B01,YouTube > Marketplace,False,2
U_B01_00255,B01,Marketplace > Influencer Blog > Instagram > Influencer Blog,False,4
U_B01_00256,B01,Marketplace > YouTube > Google Search,False,3
U_B01_00257,B01,Instagram,False,1
U_B01_00258,B01,Influencer Blog,False,1
U_B01_00259,B01,Influencer Blog > Marketplace,False,2
U_B01_00260,B01,YouTube > Influencer Blog,False,2
U_B01_00261,B01,Google Search > Instagram,False,2
U_B01_00262,B01,YouTube,False,1
U_B01_00263,B01,Google Search,False,1
U_B01_00264,B01,Influencer Blog,False,1
U_B01_00265,B01,Google Search > YouTube > Marketplace > YouTube > Influencer Blog,False,5
U_B01_00266,B01,Marketplace > Influencer Blog > YouTube > Instagram > Google Search,False,5
U_B01_00267,B01,YouTube > Instagram > Marketplace > Instagram > Marketplace,False,5
U_B01_00268,B01,Influencer Blog > Google Search > Marketplace > Instagram,False,4
U_B01_00269,B01,Marketplace > YouTube > Marketplace > Instagram > Google Search,False,5
U_B01_00270,B01,YouTube,False,1
U_B01_00271,B01,Influencer Blog > Google Search,False,2
U_B01_00272,B01,Influencer Blog,False,1
U_B01_00273,B01,Google Search > Instagram > Marketplace > Instagram,False,4
U_B01_00274,B01,YouTube > Instagram > Marketplace > Instagram,False,4
U_B01_00275,B01,Marketplace > YouTube,False,2
U_B01_00276,B01,Influencer Blog,False,1
U_B01_00277,B01,Instagram,False,1
U_B01_00278,B01,Google Search,False,1
U_B01_00279,B01,Marketplace > Influencer Blog > Marketplace,False,3
U_B01_00280,B01,Instagram,False,1
U_B01_00281,B01,Google Search > Marketplace > Instagram > Marketplace,False,4
U_B01_00282,B01,Marketplace > Influencer Blog > Google Search > Influencer Blog > Instagram > Google Search,False,6
U_B01_00283,B01,Marketplace > YouTube,False,2
U_B01_00284,B01,Google Search,False,1
U_B01_00285,B01,Google Search > Instagram > Marketplace > Google Search > Instagram,False,5
U_B01_00286,B01,Marketplace > Instagram > YouTube > Google Search,False,4
U_B01_00287,B01,Google Search > Instagram > Marketplace > YouTube,False,4
U_B01_00288,B01,YouTube > Marketplace > Google Search > Instagram > Marketplace,False,5
U_B01_00289,B01,Influencer Blog > Marketplace > Google Search > Influencer Blog,False,4
U_B01_00290,B01,Influencer Blog > YouTube > Instagram > YouTube > Marketplace,False,5
U_B01_00291,B01,Instagram > YouTube > Influencer Blog > Marketplace > Instagram > Marketplace,False,6
U_B01_00292,B01,Influencer Blog,False,1
U_B01_00293,B01,Influencer Blog > Instagram > Google Search > YouTube > Instagram,True,5
U_B01_00294,B01,Google Search > YouTube,True,2
U_B01_00295,B01,Influencer Blog > YouTube,False,2
U_B01_00296,B01,YouTube > Marketplace > YouTube > Influencer Blog > YouTube > Influencer Blog,False,6
U_B01_00297,B01,Instagram > Influencer Blog > Instagram > Marketplace > Instagram,False,5
U_B01_00298,B01,Marketplace,False,1
U_B01_00299,B01,YouTube > Marketplace,False,2
U_B01_00300,B01,YouTube,False,1
U_B01_00301,B01,Google Search > Instagram,False,2
U_B01_00302,B01,Google Search > Marketplace > YouTube > Marketplace > Instagram,False,5
U_B01_00303,B01,Google Search > Influencer Blog > Marketplace > YouTube > Marketplace > YouTube,False,6
U_B01_00304,B01,Instagram > Google Search > Influencer Blog,False,3
U_B01_00305,B01,Influencer Blog,False,1
U_B01_00306,B01,Instagram > Influencer Blog,False,2
U_B01_00307,B01,Google Search > Influencer Blog > Google Search > Marketplace > YouTube,False,5
U_B01_00308,B01,Instagram,False,1
U_B01_00309,B01,Influencer Blog,False,1
U_B01_00310,B01,Influencer Blog > Marketplace > YouTube,False,3
U_B01_00311,B01,Instagram > Influencer Blog > Instagram > Marketplace > Influencer Blog > Marketplace,False,6
U_B01_00312,B01,YouTube > Influencer Blog > Instagram,False,3
U_B01_00313,B01,Instagram > Google Search,False,2
U_B01_00314,B01,Influencer Blog > Instagram > YouTube,False,3
U_B01_00315,B01,Marketplace > Google Search,False,2
U_B01_00316,B01,YouTube,False,1
U_B01_00317,B01,Influencer Blog > YouTube,False,2
U_B01_00318,B01,YouTube > Influencer Blog > YouTube,False,3
U_B01_00319,B01,YouTube > Marketplace,False,2
U_B01_00320,B01,Marketplace > Instagram > Google Search > YouTube > Instagram > YouTube,False,6
U_B01_00321,B01,Influencer Blog > Google Search > Marketplace > Google Search > YouTube,True,5
U_B01_00322,B01,Google Search > Marketplace,False,2
U_B01_00323,B01,Google Search > Influencer Blog,False,2
U_B01_00324,B01,YouTube > Influencer Blog > Instagram > Google Search,False,4
U_B01_00325,B01,Marketplace > Instagram > Influencer Blog > Marketplace > Instagram > YouTube,False,6
U_B01_00326,B01,Instagram > Influencer Blog > Instagram > YouTube,False,4
U_B01_00327,B01,YouTube > Marketplace > Instagram > Marketplace,False,4
U_B01_00328,B01,Google Search > Instagram > Influencer Blog > Instagram > Google Search,False,5
U_B01_00329,B01,Marketplace > YouTube > Marketplace > YouTube,False,4
U_B01_00330,B01,YouTube > Google Search > Marketplace > Instagram > YouTube,False,5
U_B01_00331,B01,Instagram,False,1
U_B01_00332,B01,YouTube > Influencer Blog > Marketplace > Instagram > Marketplace > Instagram,True,6
U_B01_00333,B01,YouTube > Instagram,False,2
U_B01_00334,B01,Influencer Blog > Marketplace > Influencer Blog,False,3
U_B01_00335,B01,YouTube,False,1
U_B01_00336,B01,Marketplace > Instagram > Google Search > Influencer Blog > YouTube,False,5
U_B01_00337,B01,YouTube > Marketplace,False,2
U_B01_00338,B01,Google Search > Marketplace > Instagram > Marketplace > Instagram,False,5
U_B01_00339,B01,Influencer Blog > Google Search > YouTube > Marketplace > Influencer Blog,False,5
U_B01_00340,B01,Google Search,False,1
U_B01_00341,B01,Google Search > YouTube > Marketplace,False,3
U_B01_00342,B01,YouTube > Instagram > YouTube > Marketplace > Influencer Blog,False,5
U_B01_00343,B01,YouTube > Influencer Blog > YouTube > Influencer Blog,False,4
U_B01_00344,B01,YouTube > Google Search > Marketplace > YouTube > Google Search,False,5
U_B01_00345,B01,YouTube > Google Search > Marketplace > Instagram > YouTube,True,5
U_B01_00346,B01,Influencer Blog > YouTube > Marketplace > Influencer Blog,False,4
U_B01_00347,B01,Google Search > Marketplace > Influencer Blog > Instagram,False,4
U_B01_00348,B01,Influencer Blog,True,1
U_B01_00349,B01,Marketplace > Influencer Blog,False,2
U_B01_00350,B01,Influencer Blog > Google Search,False,2
U_B01_00351,B01,Google Search > Instagram,False,2
U_B01_00352,B01,Google Search > YouTube > Influencer Blog > Marketplace > Google Search,False,5
U_B01_00353,B01,YouTube > Instagram,False,2
U_B01_00354,B01,YouTube > Influencer Blog,False,2
U_B01_00355,B01,Marketplace > Google Search > YouTube > Marketplace,False,4
U_B01_00356,B01,Instagram > Google Search > YouTube > Instagram > Influencer Blog,False,5
U_B01_00357,B01,Instagram > YouTube,False,2
U_B01_00358,B01,Marketplace > Google Search > Instagram > Influencer Blog > Instagram > YouTube,False,6
U_B01_00359,B01,Google Search > Marketplace,False,2
U_B01_00360,B01,Influencer Blog,False,1
U_B01_00361,B01,Marketplace > Google Search > Marketplace,False,3
U_B01_00362,B01,Google Search,False,1
U_B01_00363,B01,Instagram > YouTube > Marketplace,False,3
U_B01_00364,B01,Influencer Blog > YouTube > Instagram > Google Search,False,4
U_B01_00365,B01,Google Search > Instagram > Marketplace > Influencer Blog,False,4
U_B01_00366,B01,Influencer Blog > Instagram,False,2
U_B01_00367,B01,Marketplace > YouTube > Google Search > Marketplace > YouTube > Google Search,False,6
U_B01_00368,B01,Influencer Blog,False,1
U_B01_00369,B01,Instagram > Influencer Blog > Google Search,False,3
U_B01_00370,B01,Influencer Blog > Google Search > Marketplace > Google Search > YouTube,False,5
U_B01_00371,B01,Google Search > Marketplace > Influencer Blog,False,3
U_B01_00372,B01,Influencer Blog > Google Search > Influencer Blog,False,3
U_B01_00373,B01,Influencer Blog > Instagram > Influencer Blog > Marketplace > Instagram,False,5
U_B01_00374,B01,Instagram > Marketplace > YouTube > Marketplace,True,4
U_B01_00375,B01,Marketplace > Instagram,False,2
U_B01_00376,B01,Marketplace > Influencer Blog > Google Search,False,3
U_B01_00377,B01,Instagram > Influencer Blog > Marketplace,False,3
U_B01_00378,B01,Influencer Blog,False,1
U_B01_00379,B01,Influencer Blog > YouTube > Instagram > Influencer Blog > Instagram > YouTube > Instagram,True,7
U_B01_00380,B01,Google Search > Instagram > Google Search > Influencer Blog,False,4
U_B01_00381,B01,YouTube > Google Search > Marketplace > Influencer Blog > YouTube,False,5
U_B01_00382,B01,Influencer Blog > Instagram,False,2
U_B01_00383,B01,Marketplace > Instagram,False,2
U_B01_00384,B01,YouTube,False,1
U_B01_00385,B01,Google Search > Marketplace > YouTube > Google Search > Marketplace,False,5
U_B01_00386,B01,Google Search,False,1
U_B01_00387,B01,Influencer Blog > YouTube,False,2
U_B01_00388,B01,Google Search > Influencer Blog > YouTube > Marketplace > Instagram,False,5
U_B01_00389,B01,Influencer Blog > Google Search > YouTube > Influencer Blog,False,4
U_B01_00390,B01,YouTube > Marketplace > Influencer Blog > Google Search > Influencer Blog > YouTube,False,6
U_B01_00391,B01,YouTube > Marketplace,False,2
U_B01_00392,B01,Google Search > Instagram,False,2
U_B01_00393,B01,YouTube > Influencer Blog > Marketplace > Google Search,False,4
U_B01_00394,B01,Google Search > Marketplace > Google Search,False,3
U_B01_00395,B01,YouTube > Instagram,False,2
U_B01_00396,B01,Instagram > Influencer Blog > Google Search > YouTube > Marketplace,False,5
U_B01_00397,B01,Marketplace > Influencer Blog > YouTube > Instagram > Marketplace > YouTube,False,6
U_B01_00398,B01,Google Search,False,1
U_B01_00399,B01,Influencer Blog > YouTube,False,2
U_B01_00400,B01,Influencer Blog,False,1
U_B01_00401,B01,Instagram > Influencer Blog > YouTube,False,3
U_B01_00402,B01,YouTube > Google Search > Instagram > YouTube,False,4
U_B01_00403,B01,Instagram > Influencer Blog,False,2
U_B01_00404,B01,Instagram > Google Search > YouTube > Marketplace,False,4
U_B01_00405,B01,Influencer Blog,False,1
U_B01_00406,B01,Google Search > Marketplace > Instagram > Google Search,False,4
U_B01_00407,B01,Marketplace > YouTube > Influencer Blog,False,3
U_B01_00408,B01,Marketplace > Instagram > YouTube > Google Search > Instagram,True,5
U_B01_00409,B01,Google Search > Instagram > YouTube > Marketplace > YouTube,False,5
U_B01_00410,B01,Google Search,False,1
U_B01_00411,B01,YouTube > Influencer Blog > Instagram,False,3
U_B01_00412,B01,Google Search,False,1
U_B01_00413,B01,Influencer Blog > Marketplace,False,2
