User_ID,Brand_ID,Purchase_Timestamp,Last_Click_Channel,Last_Click_Timestamp,Credit,Attribution_Type
U_B01_00374,B01,2026-01-12 20:09:00,Marketplace,,1.0,orphan_fallback
U_B01_00379,B01,2026-01-12 19:27:00,Instagram,,1.0,orphan_fallback
U_B01_00408,B01,2026-01-10 13:55:00,Instagram,,1.0,orphan_fallback
U_B01_00414,B01,2026-01-14 02:22:00,Google Search,2026-01-03 18:05:00,1.0,last_click
U_B01_00417,B01,2026-01-11 11:58:00,Instagram,,1.0,orphan_fallback
U_B01_00422,B01,2026-01-05 10:24:00,Influencer Blog,2026-01-02 20:37:00,1.0,last_click
U_B01_00427,B01,2026-01-09 21:02:00,Instagram,,1.0,orphan_fallback
U_B01_00428,B01,2026-01-05 11:08:00,Instagram,,1.0,orphan_fallback
U_B01_00438,B01,2026-01-03 20:15:00,Instagram,,1.0,orphan_fallback
U_B01_00441,B01,2026-01-09 06:41:00,Google Search,,1.0,orphan_fallback
U_B01_00442,B01,2026-01-14 04:41:00,Instagram,2026-01-07 04:26:00,1.0,last_click
U_B01_00486,B01,2026-01-13 20:17:00,Instagram,,1.0,orphan_fallback
U_B01_00495,B01,2026-01-12 21:20:00,Instagram,,1.0,orphan_fallback
U_B01_00505,B01,2026-01-04 00:25:00,YouTube,2026-01-02 18:29:00,1.0,last_click
U_B01_00514,B01,2026-01-07 18:49:00,Instagram,,1.0,orphan_fallback
U_B01_00532,B01,2026-01-08 14:31:00,Instagram,,1.0,orphan_fallback
U_B01_00533,B01,2026-01-10 22:17:00,Instagram,,1.0,orphan_fallback
U_B01_00543,B01,2026-01-04 14:45:00,Instagram,,1.0,orphan_fallback
U_B01_00547,B01,2026-01-06 02:13:00,Marketplace,,1.0,orphan_fallback
U_B01_00562,B01,2026-01-12 16:51:00,Instagram,2026-01-09 20:24:00,1.0,last_click
U_B01_00573,B01,2026-01-07 14:21:00,Instagram,,1.0,orphan_fallback
U_B01_00574,B01,2026-01-10 07:19:00,Instagram,2026-01-04 16:00:00,1.0,last_click
U_B01_00577,B01,2026-01-08 05:12:00,Instagram,2026-01-02 22:42:00,1.0,last_click
U_B01_00580,B01,2026-01-13 05:52:00,Instagram,,1.0,orphan_fallback
U_B01_00609,B01,2026-01-06 15:40:00,Instagram,,1.0,orphan_fallback
U_B01_00615,B01,2026-01-11 19:27:00,Instagram,,1.0,orphan_fallback
U_B01_00616,B01,2026-01-10 17:14:00,Instagram,,1.0,orphan_fallback
U_B01_00618,B01,2026-01-06 02:20:00,Google Search,,1.0,orphan_fallback
U_B01_00661,B01,2026-01-09 16:16:00,YouTube,2026-01-08 10:30:00,1.0,last_click
U_B01_00667,B01,2026-01-09 15:48:00,YouTube,2026-01-08 07:23:00,1.0,last_click
U_B01_00675,B01,2026-01-06 16:13:00,Instagram,,1.0,orphan_fallback
U_B01_00716,B01,2026-01-02 16:10:00,Google Search,,1.0,orphan_fallback
U_B01_00718,B01,2026-01-13 07:21:00,YouTube,,1.0,orphan_fallback
U_B01_00753,B01,2026-01-06 04:13:00,Instagram,,1.0,orphan_fallback
U_B01_00766,B01,2026-01-11 14:57:00,Instagram,,1.0,orphan_fallback
U_B01_00783,B01,2026-01-08 21:17:00,Instagram,,1.0,orphan_fallback
U_B01_00785,B01,2026-01-07 21:13:00,Instagram,,1.0,orphan_fallback
U_B01_00809,B01,2026-01-04 11:07:00,Instagram,,1.0,orphan_fallback
U_B01_00825,B01,2026-01-09 15:05:00,Influencer Blog,,1.0,orphan_fallback
U_B01_00845,B01,2026-01-11 18:42:00,YouTube,,1.0,orphan_fallback
U_B01_00861,B01,2026-01-10 11:19:00,Instagram,,1.0,orphan_fallback
U_B01_00868,B01,2026-01-10 00:01:00,Instagram,,1.0,orphan_fallback
U_B01_00869,B01,2026-01-05 03:27:00,Google Search,,1.0,orphan_fallback
U_B01_00870,B01,2026-01-12 12:52:00,Instagram,2026-01-09 18:18:00,1.0,last_click
U_B01_00883,B01,2026-01-05 16:06:00,Marketplace,,1.0,orphan_fallback
U_B01_00885,B01,2026-01-10 20:49:00,Marketplace,2026-01-07 17:20:00,1.0,last_click
U_B01_00887,B01,2026-01-07 16:52:00,Instagram,,1.0,orphan_fallback
U_B01_00895,B01,2026-01-11 20:31:00,Google Search,2026-01-04 05:11:00,1.0,last_click
U_B01_00898,B01,2026-01-15 02:27:00,Instagram,,1.0,orphan_fallback
U_B01_00908,B01,2026-01-08 12:21:00,Instagram,,1.0,orphan_fallback
U_B01_00910,B01,2026-01-03 08:57:00,YouTube,,1.0,orphan_fallback
U_B01_00913,B01,2026-01-11 12:47:00,Instagram,,1.0,orphan_fallback
U_B01_00917,B01,2026-01-05 23:15:00,Instagram,,1.0,orphan_fallback
U_B01_00926,B01,2026-01-06 08:03:00,Instagram,,1.0,orphan_fallback
U_B01_00947,B01,2026-01-11 08:04:00,Instagram,,1.0,orphan_fallback
U_B01_00956,B01,2026-01-10 18:47:00,Google Search,,1.0,orphan_fallback
U_B01_00978,B01,2026-01-06 19:55:00,Instagram,,1.0,orphan_fallback
U_B01_00979,B01,2026-01-11 13:27:00,Instagram,,1.0,orphan_fallback
U_B01_00994,B01,2026-01-12 21:42:00,YouTube,2026-01-09 22:24:00,1.0,last_click
U_B01_00998,B01,2026-01-02 12:37:00,Influencer Blog,,1.0,orphan_fallback
U_B01_01020,B01,2026-01-09 05:25:00,Influencer Blog,,1.0,orphan_fallback
U_B01_01022,B01,2026-01-08 06:10:00,Google Search,,1.0,orphan_fallback
U_B01_01043,B01,2026-01-08 04:09:00,Instagram,2026-01-01 10:34:00,1.0,last_click
U_B01_01046,B01,2026-01-13 06:23:00,Instagram,,1.0,orphan_fallback
U_B01_01076,B01,2026-01-09 00:57:00,Marketplace,2026-01-05 04:17:00,1.0,last_click
U_B01_01080,B01,2026-01-11 22:51:00,Instagram,,1.0,orphan_fallback
U_B01_01094,B01,2026-01-07 00:34:00,Instagram,,1.0,orphan_fallback
U_B01_01103,B01,2026-01-06 19:41:00,YouTube,,1.0,orphan_fallback
U_B01_01107,B01,2026-01-11 05:30:00,Instagram,,1.0,orphan_fallback
U_B01_01119,B01,2026-01-04 12:52:00,Marketplace,,1.0,orphan_fallback
U_B01_01135,B01,2026-01-08 01:46:00,Instagram,,1.0,orphan_fallback
U_B01_01141,B01,2026-01-04 13:19:00,Instagram,,1.0,orphan_fallback
U_B01_01172,B01,2026-01-12 12:36:00,Instagram,,1.0,orphan_fallback
U_B01_01178,B01,2026-01-07 11:24:00,YouTube,,1.0,orphan_fallback
U_B01_01181,B01,2026-01-09 16:44:00,Instagram,,1.0,orphan_fallback
U_B01_01213,B01,2026-01-04 03:43:00,Instagram,2026-01-01 15:45:00,1.0,last_click
U_B01_01227,B01,2026-01-05 15:23:00,YouTube,,1.0,orphan_fallback
U_B01_01231,B01,2026-01-07 08:07:00,Instagram,,1.0,orphan_fallback
U_B01_01242,B01,2026-01-08 12:21:00,YouTube,2026-01-05 16:52:00,1.0,last_click
U_B01_01244,B01,2026-01-10 04:12:00,Influencer Blog,,1.0,orphan_fallback
U_B01_01258,B01,2026-01-04 12:32:00,YouTube,,1.0,orphan_fallback
U_B01_01260,B01,2026-01-06 17:34:00,Instagram,,1.0,orphan_fallback
U_B01_01268,B01,2026-01-08 08:45:00,Instagram,,1.0,orphan_fallback
U_B01_01272,B01,2026-01-09 06:53:00,Instagram,,1.0,orphan_fallback
U_B01_01273,B01,2026-01-05 19:35:00,Google Search,2026-01-02 00:03:00,1.0,last_click
U_B01_01274,B01,2026-01-06 09:13:00,Google Search,,1.0,orphan_fallback
U_B01_01275,B01,2026-01-03 07:23:00,Instagram,,1.0,orphan_fallback
U_B01_01299,B01,2026-01-10 17:45:00,Instagram,,1.0,orphan_fallback
U_B01_01308,B01,2026-01-09 07:05:00,Instagram,2026-01-04 15:07:00,1.0,last_click
U_B01_01346,B01,2026-01-09 10:12:00,Google Search,2026-01-07 05:35:00,1.0,last_click
U_B01_01347,B01,2026-01-07 22:59:00,Instagram,,1.0,orphan_fallback
U_B01_01354,B01,2026-01-14 06:00:00,Instagram,,1.0,orphan_fallback
U_B01_01381,B01,2026-01-08 21:44:00,YouTube,2026-01-03 18:50:00,1.0,last_click
U_B01_01383,B01,2026-01-09 00:29:00,Instagram,,1.0,orphan_fallback
U_B01_01399,B01,2026-01-08 07:14:00,Marketplace,,1.0,orphan_fallback
U_B01_01410,B01,2026-01-04 13:58:00,Instagram,,1.0,orphan_fallback
U_B01_01417,B01,2026-01-06 17:34:00,Influencer Blog,,1.0,orphan_fallback
U_B01_01446,B01,2026-01-09 20:26:00,Marketplace,,1.0,orphan_fallback
U_B01_01454,B01,2026-01-09 18:10:00,Marketplace,,1.0,orphan_fallback
U_B01_01471,B01,2026-01-05 10:20:00,Instagram,,1.0,orphan_fallback
U_B01_01517,B01,2026-01-08 13:08:00,Instagram,,1.0,orphan_fallback
U_B01_01554,B01,2026-01-09 02:29:00,Instagram,,1.0,orphan_fallback
U_B01_01561,B01,2026-01-13 19:01:00,Instagram,,1.0,orphan_fallback
U_B01_01589,B01,2026-01-09 21:34:00,YouTube,2026-01-03 22:03:00,1.0,last_click
U_B01_01610,B01,2026-01-10 02:00:00,Instagram,,1.0,orphan_fallback
U_B01_01616,B01,2026-01-07 11:09:00,Marketplace,2026-01-05 14:51:00,1.0,last_click
U_B01_01630,B01,2026-01-06 22:11:00,Instagram,,1.0,orphan_fallback
U_B01_01645,B01,2026-01-03 15:25:00,Instagram,,1.0,orphan_fallback
U_B01_01647,B01,2026-01-11 10:23:00,Marketplace,,1.0,orphan_fallback
U_B01_01653,B01,2026-01-11 01:27:00,Google Search,,1.0,orphan_fallback
U_B01_01685,B01,2026-01-02 07:52:00,Instagram,,1.0,orphan_fallback
U_B01_01690,B01,2026-01-09 16:42:00,YouTube,,1.0,orphan_fallback
U_B01_01695,B01,2026-01-09 18:02:00,Instagram,,1.0,orphan_fallback
U_B01_01697,B01,2026-01-06 07:43:00,Instagram,,1.0,orphan_fallback
U_B01_01755,B01,2026-01-06 03:27:00,Instagram,,1.0,orphan_fallback
U_B01_01783,B01,2026-01-09 03:43:00,Instagram,,1.0,orphan_fallback
U_B01_01789,B01,2026-01-07 09:59:00,Instagram,,1.0,orphan_fallback
U_B01_01805,B01,2026-01-11 04:49:00,Instagram,,1.0,orphan_fallback
U_B01_01839,B01,2026-01-10 17:51:00,YouTube,2026-01-01 12:55:00,1.0,last_click
U_B01_01863,B01,2026-01-10 10:04:00,Instagram,,1.0,orphan_fallback
U_B01_01868,B01,2026-01-06 06:31:00,Instagram,,1.0,orphan_fallback
U_B01_01869,B01,2026-01-05 12:35:00,Marketplace,,1.0,orphan_fallback
U_B01_01877,B01,2026-01-08 08:38:00,Instagram,,1.0,orphan_fallback
U_B01_01882,B01,2026-01-05 14:25:00,YouTube,,1.0,orphan_fallback
U_B01_01886,B01,2026-01-05 07:14:00,Instagram,2026-01-04 00:53:00,1.0,last_click
U_B01_01889,B01,2026-01-07 04:45:00,Instagram,,1.0,orphan_fallback
U_B01_01906,B01,2026-01-10 07:38:00,YouTube,,1.0,orphan_fallback
U_B01_01922,B01,2026-01-05 16:04:00,Google Search,,1.0,orphan_fallback
U_B01_01924,B01,2026-01-07 07:39:00,Instagram,,1.0,orphan_fallback
U_B01_01926,B01,2026-01-09 18:45:00,Marketplace,,1.0,orphan_fallback
U_B01_01933,B01,2026-01-09 03:42:00,Instagram,2026-01-01 20:28:00,1.0,last_click
U_B01_01937,B01,2026-01-04 02:39:00,Instagram,,1.0,orphan_fallback
U_B01_01952,B01,2026-01-12 20:45:00,Instagram,2026-01-10 04:09:00,1.0,last_click
U_B01_01963,B01,2026-01-12 08:21:00,Google Search,2026-01-04 20:47:00,1.0,last_click
U_B01_01966,B01,2026-01-16 20:51:00,Instagram,,1.0,orphan_fallback
U_B01_01976,B01,2026-01-10 13:57:00,Influencer Blog,2026-01-07 22:10:00,1.0,last_click
U_B01_01978,B01,2026-01-06 22:11:00,Instagram,,1.0,orphan_fallback
U_B01_02013,B01,2026-01-04 14:55:00,Instagram,,1.0,orphan_fallback
U_B01_02020,B01,2026-01-10 18:51:00,YouTube,2026-01-01 18:22:00,1.0,last_click
U_B01_02031,B01,2026-01-09 18:56:00,Google Search,2026-01-03 19:36:00,1.0,last_click
U_B01_02034,B01,2026-01-15 14:53:00,Marketplace,2026-01-14 01:32:00,1.0,last_click
U_B01_02052,B01,2026-01-13 12:22:00,Google Search,2026-01-10 13:28:00,1.0,last_click
U_B01_02064,B01,2026-01-06 14:28:00,Influencer Blog,,1.0,orphan_fallback
U_B01_02075,B01,2026-01-11 08:52:00,Influencer Blog,2026-01-07 16:25:00,1.0,last_click
U_B01_02082,B01,2026-01-04 06:13:00,Marketplace,,1.0,orphan_fallback
U_B01_02095,B01,2026-01-10 16:38:00,Instagram,,1.0,orphan_fallback
U_B01_02111,B01,2026-01-10 07:52:00,Instagram,2026-01-07 18:22:00,1.0,last_click
U_B01_02132,B01,2026-01-12 02:04:00,Marketplace,,1.0,orphan_fallback
U_B01_02140,B01,2026-01-07 12:41:00,Influencer Blog,2026-01-06 02:07:00,1.0,last_click
U_B01_02152,B01,2026-01-06 15:17:00,Instagram,,1.0,orphan_fallback
U_B01_02153,B01,2026-01-13 21:51:00,Instagram,,1.0,orphan_fallback
U_B01_02163,B01,2026-01-14 02:48:00,Google Search,2026-01-01 14:55:00,1.0,last_click
U_B01_02228,B01,2026-01-11 22:53:00,Influencer Blog,2026-01-03 03:13:00,1.0,last_click
U_B01_02231,B01,2026-01-05 07:13:00,Influencer Blog,2026-01-03 09:42:00,1.0,last_click
U_B01_02270,B01,2026-01-10 03:25:00,Influencer Blog,,1.0,orphan_fallback
U_B01_02281,B01,2026-01-12 13:53:00,Instagram,,1.0,orphan_fallback
U_B01_02291,B01,2026-01-04 03:03:00,Instagram,,1.0,orphan_fallback
U_B01_02310,B01,2026-01-08 16:54:00,Instagram,,1.0,orphan_fallback
U_B01_02329,B01,2026-01-10 15:43:00,Instagram,,1.0,orphan_fallback
U_B01_02340,B01,2026-01-12 13:59:00,Google Search,,1.0,orphan_fallback
U_B01_02350,B01,2026-01-06 03:58:00,Instagram,,1.0,orphan_fallback
U_B01_02373,B01,2026-01-08 00:21:00,Instagram,,1.0,orphan_fallback
U_B01_02403,B01,2026-01-06 03:34:00,YouTube,,1.0,orphan_fallback
U_B01_02407,B01,2026-01-07 10:08:00,YouTube,,1.0,orphan_fallback
U_B01_02408,B01,2026-01-08 04:04:00,Instagram,,1.0,orphan_fallback
U_B01_02417,B01,2026-01-13 20:25:00,Instagram,,1.0,orphan_fallback
U_B01_02420,B01,2026-01-05 23:15:00,Influencer Blog,2026-01-04 02:56:00,1.0,last_click
U_B01_02422,B01,2026-01-10 11:42:00,Influencer Blog,2026-01-07 05:18:00,1.0,last_click
U_B01_02445,B01,2026-01-11 00:02:00,Google Search,2026-01-04 23:17:00,1.0,last_click
U_B01_02446,B01,2026-01-08 00:32:00,YouTube,,1.0,orphan_fallback
U_B01_02467,B01,2026-01-11 23:18:00,Instagram,2026-01-04 02:40:00,1.0,last_click
U_B01_02476,B01,2026-01-02 07:21:00,Instagram,,1.0,orphan_fallback
U_B01_02477,B01,2026-01-06 20:20:00,Influencer Blog,,1.0,orphan_fallback
U_B01_02498,B01,2026-01-06 05:25:00,Influencer Blog,,1.0,orphan_fallback
U_B01_02538,B01,2026-01-10 00:14:00,Google Search,2026-01-04 11:47:00,1.0,last_click
U_B01_02567,B01,2026-01-11 06:47:00,Instagram,,1.0,orphan_fallback
U_B01_02587,B01,2026-01-06 21:39:00,YouTube,2026-01-04 18:24:00,1.0,last_click
U_B01_02598,B01,2026-01-11 22:31:00,Marketplace,2026-01-03 20:01:00,1.0,last_click
U_B01_02601,B01,2026-01-06 15:44:00,Instagram,,1.0,orphan_fallback
U_B01_02627,B01,2026-01-10 00:53:00,Marketplace,,1.0,orphan_fallback
U_B01_02655,B01,2026-01-04 04:46:00,Instagram,,1.0,orphan_fallback
U_B01_02656,B01,2026-01-06 03:28:00,Influencer Blog,,1.0,orphan_fallback
U_B01_02677,B01,2026-01-14 22:06:00,Marketplace,,1.0,orphan_fallback
U_B01_02682,B01,2026-01-06 10:11:00,Instagram,,1.0,orphan_fallback
U_B01_02704,B01,2026-01-09 00:45:00,YouTube,2026-01-08 05:29:00,1.0,last_click
U_B01_02708,B01,2026-01-03 05:05:00,YouTube,,1.0,orphan_fallback
U_B01_02740,B01,2026-01-10 23:52:00,Instagram,,1.0,orphan_fallback
U_B01_02753,B01,2026-01-05 19:55:00,Instagram,,1.0,orphan_fallback
U_B01_02762,B01,2026-01-06 15:10:00,Instagram,,1.0,orphan_fallback
U_B01_02764,B01,2026-01-10 00:44:00,Instagram,,1.0,orphan_fallback
U_B01_02790,B01,2026-01-05 14:39:00,Instagram,,1.0,orphan_fallback
U_B01_02802,B01,2026-01-10 16:57:00,Instagram,2026-01-06 18:16:00,1.0,last_click
U_B01_02815,B01,2026-01-05 19:09:00,Instagram,,1.0,orphan_fallback
U_B01_02870,B01,2026-01-12 08:34:00,Instagram,,1.0,orphan_fallback
U_B01_02884,B01,2026-01-05 07:39:00,Marketplace,,1.0,orphan_fallback
U_B01_02901,B01,2026-01-11 11:22:00,Instagram,,1.0,orphan_fallback
U_B01_02934,B01,2026-01-08 18:05:00,Marketplace,2026-01-06 09:47:00,1.0,last_click
U_B01_02936,B01,2026-01-09 23:47:00,Instagram,,1.0,orphan_fallback
U_B01_02982,B01,2026-01-08 18:59:00,Google Search,,1.0,orphan_fallback
U_B01_03126,B01,2026-01-06 00:09:00,YouTube,2026-01-02 22:38:00,1.0,last_click
U_B01_03202,B01,2026-01-05 19:42:00,Influencer Blog,,1.0,orphan_fallback
U_B01_03228,B01,2026-01-07 13:41:00,Google Search,,1.0,orphan_fallback
U_B01_03232,B01,2026-01-04 17:07:00,Instagram,2026-01-01 11:08:00,1.0,last_click
U_B01_03247,B01,2026-01-08 19:27:00,Instagram,2026-01-05 18:30:00,1.0,last_click
U_B01_03278,B01,2026-01-03 05:52:00,Influencer Blog,,1.0,orphan_fallback
U_B01_03316,B01,2026-01-03 13:06:00,Instagram,,1.0,orphan_fallback
U_B01_03322,B01,2026-01-13 04:48:00,Influencer Blog,2026-01-11 12:27:00,1.0,last_click
U_B01_03323,B01,2026-01-06 11:38:00,Google Search,,1.0,orphan_fallback
U_B01_03327,B01,2026-01-07 18:12:00,Google Search,,1.0,orphan_fallback
U_B01_03350,B01,2026-01-03 05:51:00,Instagram,,1.0,orphan_fallback
U_B01_03361,B01,2026-01-11 12:51:00,Influencer Blog,2026-01-09 09:16:00,1.0,last_click
U_B01_03371,B01,2026-01-04 03:37:00,Instagram,,1.0,orphan_fallback
U_B01_03400,B01,2026-01-11 13:34:00,Influencer Blog,,1.0,orphan_fallback
U_B01_03408,B01,2026-01-07 06:23:00,Instagram,,1.0,orphan_fallback
U_B01_03419,B01,2026-01-05 20:44:00,Instagram,,1.0,orphan_fallback
U_B01_03429,B01,2026-01-05 12:35:00,Instagram,,1.0,orphan_fallback
U_B01_03445,B01,2026-01-07 10:49:00,Marketplace,,1.0,orphan_fallback
U_B01_03448,B01,2026-01-09 13:19:00,Google Search,2026-01-04 17:24:00,1.0,last_click
U_B01_03451,B01,2026-01-03 21:17:00,Instagram,,1.0,orphan_fallback
U_B01_03468,B01,2026-01-05 09:46:00,Marketplace,,1.0,orphan_fallback
U_B01_03474,B01,2026-01-10 08:52:00,Instagram,,1.0,orphan_fallback
U_B01_03481,B01,2026-01-04 03:31:00,Instagram,,1.0,orphan_fallback
U_B01_03483,B01,2026-01-11 22:39:00,YouTube,2026-01-05 10:05:00,1.0,last_click
U_B01_03484,B01,2026-01-09 21:44:00,Google Search,,1.0,orphan_fallback
U_B01_03509,B01,2026-01-09 05:37:00,Instagram,,1.0,orphan_fallback
U_B01_03526,B01,2026-01-09 03:33:00,Instagram,,1.0,orphan_fallback
U_B01_03544,B01,2026-01-03 08:24:00,Instagram,,1.0,orphan_fallback
U_B01_03577,B01,2026-01-15 03:37:00,Instagram,,1.0,orphan_fallback
U_B01_03583,B01,2026-01-04 02:32:00,Instagram,,1.0,orphan_fallback
U_B01_03584,B01,2026-01-07 00:34:00,Marketplace,,1.0,orphan_fallback
U_B01_03623,B01,2026-01-03 19:47:00,Instagram,,1.0,orphan_fallback
U_B01_03644,B01,2026-01-12 10:56:00,Instagram,,1.0,orphan_fallback
U_B01_03645,B01,2026-01-07 02:03:00,Marketplace,,1.0,orphan_fallback
U_B01_03690,B01,2026-01-14 20:47:00,Instagram,,1.0,orphan_fallback
U_B01_03692,B01,2026-01-05 14:32:00,Instagram,,1.0,orphan_fallback
U_B01_03699,B01,2026-01-05 13:47:00,Instagram,,1.0,orphan_fallback
U_B01_03700,B01,2026-01-05 10:52:00,Google Search,,1.0,orphan_fallback
U_B01_03726,B01,2026-01-08 05:29:00,Instagram,,1.0,orphan_fallback
U_B01_03732,B01,2026-01-04 08:54:00,Instagram,,1.0,orphan_fallback
U_B01_03751,B01,2026-01-09 02:54:00,Instagram,2026-01-04 08:14:00,1.0,last_click
U_B01_03774,B01,2026-01-02 09:28:00,Influencer Blog,,1.0,orphan_fallback
U_B01_03788,B01,2026-01-07 14:36:00,Influencer Blog,2026-01-01 16:01:00,1.0,last_click
U_B01_03790,B01,2026-01-06 13:53:00,Influencer Blog,,1.0,orphan_fallback
U_B01_03801,B01,2026-01-09 07:23:00,Instagram,,1.0,orphan_fallback
U_B01_03825,B01,2026-01-08 07:58:00,Instagram,,1.0,orphan_fallback
U_B01_03826,B01,2026-01-06 14:08:00,Instagram,,1.0,orphan_fallback
U_B01_03833,B01,2026-01-03 07:25:00,Google Search,,1.0,orphan_fallback
U_B01_03836,B01,2026-01-06 00:48:00,Instagram,,1.0,orphan_fallback
U_B01_03901,B01,2026-01-06 01:00:00,Instagram,,1.0,orphan_fallback
U_B01_03905,B01,2026-01-05 06:57:00,Instagram,,1.0,orphan_fallback
U_B01_03916,B01,2026-01-05 16:20:00,Instagram,,1.0,orphan_fallback
U_B01_03917,B01,2026-01-05 23:29:00,YouTube,2026-01-03 21:41:00,1.0,last_click
U_B01_03926,B01,2026-01-03 15:25:00,Marketplace,,1.0,orphan_fallback
U_B01_03936,B01,2026-01-04 08:11:00,Instagram,,1.0,orphan_fallback
U_B01_03940,B01,2026-01-05 19:43:00,Instagram,,1.0,orphan_fallback
U_B01_03952,B01,2026-01-08 08:11:00,Instagram,,1.0,orphan_fallback
U_B01_03956,B01,2026-01-04 10:40:00,Instagram,,1.0,orphan_fallback
U_B01_03957,B01,2026-01-02 00:51:00,Instagram,,1.0,orphan_fallback
U_B01_03958,B01,2026-01-02 18:49:00,Instagram,,1.0,orphan_fallback
U_B01_03985,B01,2026-01-12 03:53:00,Instagram,,1.0,orphan_fallback
U_B01_04018,B01,2026-01-07 04:07:00,Influencer Blog,,1.0,orphan_fallback
U_B01_04043,B01,2026-01-08 16:20:00,Instagram,,1.0,orphan_fallback
U_B01_04054,B01,2026-01-03 10:27:00,YouTube,,1.0,orphan_fallback
U_B01_04077,B01,2026-01-03 20:40:00,Marketplace,,1.0,orphan_fallback
U_B01_04078,B01,2026-01-04 05:28:00,Instagram,,1.0,orphan_fallback
U_B01_04109,B01,2026-01-09 08:48:00,Influencer Blog,2026-01-08 00:19:00,1.0,last_click
U_B01_04121,B01,2026-01-12 11:01:00,Instagram,,1.0,orphan_fallback
U_B01_04128,B01,2026-01-13 23:43:00,Influencer Blog,,1.0,orphan_fallback
U_B01_04182,B01,2026-01-05 09:10:00,YouTube,,1.0,orphan_fallback
U_B01_04183,B01,2026-01-08 10:45:00,Influencer Blog,2026-01-01 21:30:00,1.0,last_click
U_B01_04195,B01,2026-01-08 07:56:00,Influencer Blog,2026-01-04 14:36:00,1.0,last_click
U_B01_04259,B01,2026-01-04 19:50:00,YouTube,,1.0,orphan_fallback
U_B01_04267,B01,2026-01-10 20:06:00,Instagram,,1.0,orphan_fallback
U_B01_04271,B01,2026-01-06 03:33:00,Instagram,,1.0,orphan_fallback
U_B01_04280,B01,2026-01-09 09:42:00,YouTube,2026-01-07 13:47:00,1.0,last_click
U_B01_04293,B01,2026-01-04 03:35:00,Instagram,,1.0,orphan_fallback
U_B01_04304,B01,2026-01-06 09:27:00,Instagram,,1.0,orphan_fallback
U_B01_04320,B01,2026-01-11 05:50:00,Instagram,2026-01-04 08:35:00,1.0,last_click
U_B01_04366,B01,2026-01-13 23:07:00,Instagram,,1.0,orphan_fallback
U_B01_04372,B01,2026-01-12 16:42:00,Influencer Blog,,1.0,orphan_fallback
U_B01_04374,B01,2026-01-10 04:17:00,Influencer Blog,,1.0,orphan_fallback
U_B01_04378,B01,2026-01-06 05:35:00,Marketplace,2026-01-03 20:37:00,1.0,last_click
U_B01_04402,B01,2026-01-03 12:18:00,Instagram,2026-01-01 17:57:00,1.0,last_click
U_B01_04412,B01,2026-01-03 23:48:00,Marketplace,,1.0,orphan_fallback
U_B01_04450,B01,2026-01-09 15:44:00,Instagram,,1.0,orphan_fallback
U_B01_04452,B01,2026-01-03 20:38:00,Instagram,,1.0,orphan_fallback
U_B01_04499,B01,2026-01-08 19:43:00,Marketplace,2026-01-03 11:24:00,1.0,last_click
U_B01_04524,B01,2026-01-08 06:12:00,Instagram,,1.0,orphan_fallback
